method,dataset,script,arch,gamma,seed,lr,n_z,noise,run_config_found,run_config_match,final_result_found,acc,nmi,ari,status,message,log_file
DMCAG,HW,train_fc.py,50,0.1,3,0.001,10,0,True,True,True,0.9795,0.9531,0.9551,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma0p1_seed3.log
DMCAG,HW,train_fc.py,50,0.1,4,0.001,10,0,True,True,True,0.975,0.943,0.9453,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma0p1_seed4.log
DMCAG,HW,train_fc.py,50,1,1,0.001,10,0,True,True,True,0.977,0.9477,0.9498,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma1_seed1.log
DMCAG,HW,train_fc.py,50,1,2,0.001,10,0,True,True,True,0.959,0.928,0.9152,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma1_seed2.log
DMCAG,HW,train_fc.py,50,1,3,0.001,10,0,True,True,True,0.9715,0.9379,0.9382,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma1_seed3.log
DMCAG,HW,train_fc.py,50,1,4,0.001,10,0,True,True,True,0.975,0.9422,0.9454,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma1_seed4.log
DMCAG,HW,train_fc.py,50,10,0,0.001,10,0,True,True,True,0.9795,0.9525,0.9551,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma10_seed0.log
DMCAG,HW,train_fc.py,50,10,1,0.001,10,0,True,True,True,0.9745,0.9426,0.9444,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma10_seed1.log
DMCAG,HW,train_fc.py,50,10,2,0.001,10,0,True,True,True,0.981,0.9566,0.9583,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma10_seed2.log
DMCAG,HW,train_fc.py,50,10,3,0.001,10,0,True,True,True,0.978,0.9497,0.9518,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma10_seed3.log
DMCAG,HW,train_fc.py,50,10,4,0.001,10,0,True,True,True,0.979,0.9517,0.954,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch50_gamma10_seed4.log
DMCAG,HW,train_fc.py,60,0.1,0,0.001,10,0,True,True,True,0.9745,0.9419,0.9445,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma0p1_seed0.log
DMCAG,HW,train_fc.py,60,0.1,1,0.001,10,0,True,True,True,0.978,0.9504,0.9521,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma0p1_seed1.log
DMCAG,HW,train_fc.py,60,0.1,2,0.001,10,0,True,True,True,0.979,0.9533,0.9543,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma0p1_seed2.log
DMCAG,HW,train_fc.py,60,0.1,3,0.001,10,0,True,True,True,0.8505,0.8605,0.7902,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma0p1_seed3.log
DMCAG,HW,train_fc.py,60,0.1,4,0.001,10,0,True,True,True,0.9765,0.9472,0.9487,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma0p1_seed4.log
DMCAG,HW,train_fc.py,60,1,0,0.001,10,0,True,True,True,0.9745,0.9441,0.9446,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma1_seed0.log
DMCAG,HW,train_fc.py,60,1,1,0.001,10,0,True,True,True,0.976,0.9472,0.9476,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma1_seed1.log
DMCAG,HW,train_fc.py,60,1,2,0.001,10,0,True,True,True,0.977,0.9471,0.9499,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma1_seed2.log
DMCAG,HW,train_fc.py,60,1,3,0.001,10,0,True,True,True,0.8725,0.8611,0.7929,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma1_seed3.log
DMCAG,HW,train_fc.py,60,1,4,0.001,10,0,True,True,True,0.9815,0.9563,0.9593,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma1_seed4.log
DMCAG,HW,train_fc.py,60,10,0,0.001,10,0,True,True,True,0.9775,0.9493,0.9509,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma10_seed0.log
DMCAG,HW,train_fc.py,60,10,1,0.001,10,0,True,True,True,0.976,0.9457,0.9476,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma10_seed1.log
DMCAG,HW,train_fc.py,60,10,2,0.001,10,0,True,True,True,0.98,0.9544,0.9562,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma10_seed2.log
DMCAG,HW,train_fc.py,60,10,3,0.001,10,0,True,True,True,0.9765,0.9458,0.9486,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma10_seed3.log
DMCAG,HW,train_fc.py,60,10,4,0.001,10,0,True,True,True,0.9675,0.9311,0.9296,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch60_gamma10_seed4.log
DMCAG,HW,train_fc.py,80,0.1,0,0.001,10,0,True,True,True,0.852,0.8614,0.7791,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma0p1_seed0.log
DMCAG,HW,train_fc.py,80,0.1,1,0.001,10,0,True,True,True,0.865,0.8585,0.7915,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma0p1_seed1.log
DMCAG,HW,train_fc.py,80,0.1,2,0.001,10,0,True,True,True,0.85,0.867,0.7948,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma0p1_seed2.log
DMCAG,HW,train_fc.py,80,0.1,3,0.001,10,0,True,True,True,0.8545,0.829,0.7364,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma0p1_seed3.log
DMCAG,HW,train_fc.py,80,0.1,4,0.001,10,0,True,True,True,0.9785,0.9519,0.9531,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma0p1_seed4.log
DMCAG,HW,train_fc.py,80,1,0,0.001,10,0,True,True,True,0.974,0.9409,0.9432,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma1_seed0.log
DMCAG,HW,train_fc.py,80,1,1,0.001,10,0,True,True,True,0.976,0.9461,0.9478,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma1_seed1.log
DMCAG,HW,train_fc.py,80,1,2,0.001,10,0,True,True,True,0.915,0.8846,0.8386,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma1_seed2.log
DMCAG,HW,train_fc.py,80,1,3,0.001,10,0,True,True,True,0.9775,0.9501,0.951,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma1_seed3.log
DMCAG,HW,train_fc.py,80,1,4,0.001,10,0,True,True,True,0.98,0.9538,0.9563,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma1_seed4.log
DMCAG,HW,train_fc.py,80,10,0,0.001,10,0,True,True,True,0.98,0.9542,0.9562,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma10_seed0.log
DMCAG,HW,train_fc.py,80,10,1,0.001,10,0,True,True,True,0.9785,0.9525,0.9531,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma10_seed1.log
DMCAG,HW,train_fc.py,80,10,2,0.001,10,0,True,True,True,0.98,0.9537,0.9561,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma10_seed2.log
DMCAG,HW,train_fc.py,80,10,3,0.001,10,0,True,True,True,0.98,0.955,0.9562,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma10_seed3.log
DMCAG,HW,train_fc.py,80,10,4,0.001,10,0,True,True,True,0.9785,0.9506,0.953,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch80_gamma10_seed4.log
DMCAG,HW,train_fc.py,100,0.1,0,0.001,10,0,True,True,True,0.8835,0.841,0.7779,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma0p1_seed0.log
DMCAG,HW,train_fc.py,100,0.1,1,0.001,10,0,True,True,True,0.773,0.8087,0.6966,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma0p1_seed1.log
DMCAG,HW,train_fc.py,100,0.1,2,0.001,10,0,True,True,True,0.8225,0.8555,0.7759,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma0p1_seed2.log
DMCAG,HW,train_fc.py,100,0.1,3,0.001,10,0,True,True,True,0.8355,0.8345,0.7454,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma0p1_seed3.log
DMCAG,HW,train_fc.py,100,0.1,4,0.001,10,0,True,True,True,0.9775,0.9478,0.9507,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma0p1_seed4.log
DMCAG,HW,train_fc.py,100,1,0,0.001,10,0,True,True,True,0.975,0.9439,0.9455,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma1_seed0.log
DMCAG,HW,train_fc.py,100,1,1,0.001,10,0,True,True,True,0.9745,0.943,0.9444,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma1_seed1.log
DMCAG,HW,train_fc.py,100,1,2,0.001,10,0,True,True,True,0.8705,0.8623,0.7925,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma1_seed2.log
DMCAG,HW,train_fc.py,100,1,3,0.001,10,0,True,True,True,0.9775,0.9499,0.9509,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma1_seed3.log
DMCAG,HW,train_fc.py,100,1,4,0.001,10,0,True,True,True,0.978,0.9493,0.9519,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma1_seed4.log
DMCAG,HW,train_fc.py,100,10,0,0.001,10,0,True,True,True,0.978,0.9505,0.952,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma10_seed0.log
DMCAG,HW,train_fc.py,100,10,1,0.001,10,0,True,True,True,0.979,0.9521,0.954,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma10_seed1.log
DMCAG,HW,train_fc.py,100,10,2,0.001,10,0,True,True,True,0.9775,0.9485,0.9508,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma10_seed2.log
DMCAG,HW,train_fc.py,100,10,3,0.001,10,0,True,True,True,0.979,0.9525,0.9541,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma10_seed3.log
DMCAG,HW,train_fc.py,100,10,4,0.001,10,0,True,True,True,0.9785,0.9504,0.9529,ok,ok,logs/stage7_dmcag_grid/HW/HW_arch100_gamma10_seed4.log
